"Code";"Name";"grand total;2002;[-]";"grand total;2003;[-]";"grand total;2004;[-]";"grand total;2005;[-]";"grand total;2006;[-]";"grand total;2007;[-]";"grand total;2008;[-]";"grand total;2009;[-]";"grand total;2010;[-]";"grand total;2011;[-]";"grand total;2012;[-]";"grand total;2013;[-]";"grand total;2014;[-]";"grand total;2015;[-]";"grand total;2016;[-]";"grand total;2017;[-]";"grand total;2018;[-]";"grand total;2019;[-]";"grand total;2020;[-]";"grand total;2021;[-]";"grand total;2022;[-]";
0000000;"POLAND";1404229;1466643;1461217;1379962;1287918;1152993;1082057;1129577;1138523;1159554;1119803;1061239;867855;799779;748459;753963;768049;796557;765408;820846;862992;
