"Code";"Name";"bad;2013;[%]";"bad;2014;[%]";"bad;2015;[%]";"bad;2016;[%]";"bad;2017;[%]";"bad;2018;[%]";"bad;2019;[%]";"bad;2020;[%]";"bad;2021;[%]";"bad;2022;[%]";
0000000;"POLAND";6.2;5.1;4.4;3.4;2.8;1.9;1.5;1.1;0.9;;
