"Code";"Name";"from non-agricultural social security system, retirement pensions;2013;[PLN]";"from non-agricultural social security system, retirement pensions;2014;[PLN]";"from non-agricultural social security system, retirement pensions;2015;[PLN]";"from non-agricultural social security system, retirement pensions;2016;[PLN]";"from non-agricultural social security system, retirement pensions;2017;[PLN]";"from non-agricultural social security system, retirement pensions;2018;[PLN]";"from non-agricultural social security system, retirement pensions;2019;[PLN]";"from non-agricultural social security system, retirement pensions;2020;[PLN]";"from non-agricultural social security system, retirement pensions;2021;[PLN]";
0000000;"POLAND";2041.68;2117.35;2170.64;2204.96;2253.57;2323.21;2421.17;2544.90;2719.92;
