"Code";"Name";"amount of family benefits paid;2008;[thousand PLN]";"amount of family benefits paid;2009;[thousand PLN]";"amount of family benefits paid;2010;[thousand PLN]";"amount of family benefits paid;2011;[thousand PLN]";"amount of family benefits paid;2012;[thousand PLN]";"amount of family benefits paid;2013;[thousand PLN]";"amount of family benefits paid;2014;[thousand PLN]";"amount of family benefits paid;2015;[thousand PLN]";"amount of family benefits paid;2016;[thousand PLN]";"amount of family benefits paid;2017;[thousand PLN]";"amount of family benefits paid;2018;[thousand PLN]";"amount of family benefits paid;2019;[thousand PLN]";"amount of family benefits paid;2020;[thousand PLN]";"amount of family benefits paid;2021;[thousand PLN]";"amount of family benefits paid;2022;[thousand PLN]";
0000000;"POLAND";7355651;7121794;7856989;7818853;7757588;7453835;6894371;7487761;9331927;9884497;10017749;10317711;10795848;11009520;;
